Product ID,Product Title,Product Status,Variant ID,Variant Title,SKU,Inventory Item ID,Inventory Tracked,Location ID,Location Name,Location Active,Available Quantity
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590148159,All-Terrain | Utility (SM) | Sport,113211-02012-1,45360680697919,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590180927,All-Terrain | Utility (LG) | Sport,113211-02014-1,45360680730687,Yes,70293422143,630 Hansen Way,Yes,-1
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590213695,All-Terrain | Utility (SM) | Standard,113221-02012-1,45360680763455,Yes,70293422143,630 Hansen Way,Yes,-1
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590246463,All-Terrain | Utility (LG) | Standard,113221-02014-1,45360680796223,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590279231,Road | Utility (SM) | Sport,114211-02012-1,45360680828991,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590311999,Road | Utility (LG) | Sport,114211-02014-1,45360680861759,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590344767,Road | Utility (SM) | Standard,114221-02012-1,45360680894527,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590377535,Road | Utility (LG) | Standard,114221-02014-1,45360680927295,Yes,70293422143,630 Hansen Way,Yes,-3
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590377535,Road | Utility (LG) | Standard,114221-02014-1,45360680927295,Yes,74355081279,SEKO,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590410303,All-Terrain | Bench | Sport,113311-0201U-1,45360680960063,Yes,70293422143,630 Hansen Way,Yes,-3
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590443071,All-Terrain | Bench | Standard,113321-0201U-1,45360680992831,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590475839,Road | Bench | Sport,113111-02012-1,45360681025599,Yes,70293422143,630 Hansen Way,Yes,0
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590508607,Road | Bench | Standard,113111-02012-1,45360681058367,Yes,70293422143,630 Hansen Way,Yes,-1
8151941939263,TM-B Performance (Color Top Frames),DRAFT,43195590541375,All-Terrain | Solo (SM) | Sport | Fenders,113111-02012-1,45360681091135,Yes,70293422143,630 Hansen Way,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225052971071,Small / Aurora,13T1N1-NA012-0-1,45378946596927,Yes,74355081279,SEKO,Yes,1
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053003839,Small / Ozone,13T1N1-NA012-0-2,45378946629695,Yes,74355081279,SEKO,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053036607,Small / Amethyst,13T1N1-NA012-0-3,45378946662463,Yes,74355081279,SEKO,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053069375,Small / Phoenix,13T1N1-NA012-0-4,45378946695231,Yes,74355081279,SEKO,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053102143,Large / Aurora,13T1N1-NA012-0-5,45378946727999,Yes,74355081279,SEKO,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053134911,Large / Ozone,13T1N1-NA012-0-6,45378946760767,Yes,74355081279,SEKO,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053167679,Large / Amethyst,13T1N1-NA012-0-7,45378946793535,Yes,74355081279,SEKO,Yes,0
8158131028031,Top Frame | Solo (TEST),DRAFT,43225053200447,Large / Phoenix,13T1N1-NA012-0-8,45378946826303,Yes,74355081279,SEKO,Yes,0
8158187978815,Top Frame | Utility (TEST),DRAFT,43225690472511,Small / Gray Matter,13T2N1-NA012-0-1,45379253108799,Yes,74355081279,SEKO,Yes,0
8158187978815,Top Frame | Utility (TEST),DRAFT,43225690505279,Small / Aurora,13T2N1-NA012-0-2,45379253141567,Yes,74355081279,SEKO,Yes,0
8158187978815,Top Frame | Utility (TEST),DRAFT,43225690538047,Large / Gray Matter,13T2N1-NA012-0-3,45379253174335,Yes,74355081279,SEKO,Yes,0
8158187978815,Top Frame | Utility (TEST),DRAFT,43225690570815,Large / Aurora,13T2N1-NA012-0-4,45379253207103,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204057663,Small / Gray Matter,13T1N1-NA012-0,45385351168063,Yes,74355081279,SEKO,Yes,394
8158554554431,Top Frame Solo,ACTIVE,43234204090431,Large / Gray Matter,13T1N1-NA014-0,45385351200831,Yes,74355081279,SEKO,Yes,392
8158554554431,Top Frame Solo,ACTIVE,43234204123199,Small / Phoenix,13T1N1-NA022-0,45385351233599,Yes,74355081279,SEKO,Yes,2
8158554554431,Top Frame Solo,ACTIVE,43234204155967,Large / Phoenix,13T1N1-NA024-0,45385351266367,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204188735,Small / Amethyst,13T1N1-NA032-0,45385351299135,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204221503,Large / Amethyst,13T1N1-NA034-0,45385351331903,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204254271,Small / Ozone,13T1N1-NA042-0,45385351364671,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204287039,Large / Ozone,13T1N1-NA044-0,45385351397439,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204319807,Small / Aurora,13T1N1-NA052-0,45385351430207,Yes,74355081279,SEKO,Yes,0
8158554554431,Top Frame Solo,ACTIVE,43234204352575,Large / Aurora,13T1N1-NA054-0,45385351462975,Yes,74355081279,SEKO,Yes,0
8158672977983,Top Frame Bench,ACTIVE,43229017833535,Universal / Gray Matter,13T3N1-NA01U-0,45381332533311,Yes,74355081279,SEKO,Yes,381
8158672977983,Top Frame Bench,ACTIVE,43229017866303,Universal / Phoenix,13T3N1-NA02U-0,45381332566079,Yes,74355081279,SEKO,Yes,0
8158672977983,Top Frame Bench,ACTIVE,43229017899071,Universal / Amethyst,13T3N1-NA03U-0,45381332598847,Yes,74355081279,SEKO,Yes,0
8158672977983,Top Frame Bench,ACTIVE,43229017931839,Universal / Ozone,13T3N1-NA04U-0,45381332631615,Yes,74355081279,SEKO,Yes,0
8158672977983,Top Frame Bench,ACTIVE,43229017964607,Universal / Aurora,13T3N1-NA05U-0,45381332664383,Yes,74355081279,SEKO,Yes,22
8158676779071,Top Frame Utility,ACTIVE,43234204385343,Small / Gray Matter,13T2N1-NA012-0,45385351495743,Yes,74355081279,SEKO,Yes,384
8158676779071,Top Frame Utility,ACTIVE,43234204418111,Large / Gray Matter,13T2N1-NA014-0,45385351528511,Yes,74355081279,SEKO,Yes,337
8158676779071,Top Frame Utility,ACTIVE,43234204450879,Small / Phoenix,13T2N1-NA022-0,45385351561279,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204483647,Large / Phoenix,13T2N1-NA024-0,45385351594047,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204516415,Small / Amethyst,13T2N1-NA032-0,45385351626815,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204549183,Large / Amethyst,13T2N1-NA034-0,45385351659583,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204581951,Small / Ozone,13T2N1-NA042-0,45385351692351,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204614719,Large / Ozone,13T2N1-NA044-0,45385351725119,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204647487,Small / Aurora,13T2N1-NA052-0,45385351757887,Yes,74355081279,SEKO,Yes,0
8158676779071,Top Frame Utility,ACTIVE,43234204680255,Large / Aurora,13T2N1-NA054-0,45385351790655,Yes,74355081279,SEKO,Yes,0
